IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,Material_Type
1278293,2226240,3720382,6213668,6251661,3860575,1585051,1033565,PP
1234885,2164688,3651871,6308236,6444034,4126065,1533283,992483,PP
1254269,2181628,3650403,6113005,6176616,3837195,1558502,1049718,PP
1264428,2245493,3760859,6313019,6462334,4081859,1587316,1042103,PP
1279136,2302446,3880259,6417447,6414993,3749850,1672423,1031418,PP
1273426,2304736,3852697,6353382,6376910,3703095,1637292,984357,PP
1259163,2199932,3670712,6207974,6364971,3871222,1563340,1020871,PP
1291615,2336801,3893222,6462525,6438012,3790787,1620214,965279,PP
1271947,2214178,3708108,6220162,6313675,3886342,1574221,1037521,PP
1298664,2331699,3912974,6457077,6441509,3800484,1646886,1023562,PP
1291252,2325796,3906684,6499601,6503143,3882645,1623606,991516,PP
1298291,2338710,3894572,6354316,6295914,3606416,1608134,991460,PP
1259934,2281521,3875254,6544603,6573145,3953770,1635238,978197,PP
1257675,2221266,3697196,6110174,6154751,3772865,1562257,1021371,PP
1278879,2231068,3704171,6099152,6188116,3741250,1542308,1005653,PP
