IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
1275093,2135874,3576763,6012678,6231050,3981509,1553521,1016860,1579554,2747404,4760098,6117948,5107671,2780890,1308127,PP
1280230,2241554,3729040,6260170,6388299,3856670,1597266,945618,1626291,2865452,4952441,6319898,5120550,2738491,1296153,PP
1311113,2163061,3593523,5932482,6073420,3870788,1545879,992444,1606056,2768228,4734468,6021058,4990738,2725788,1289002,PP
1273387,2115397,3529095,5784743,5854974,3420350,1454495,934553,1539330,2655830,4538530,5741758,4580483,2417509,1202471,PP
1333408,2297629,3798151,6106801,6137461,3611434,1574483,964313,1677103,2925217,4905025,6112694,4870247,2603229,1297388,PP
1288142,2143222,3602637,6128232,6138918,3737037,1503977,991249,1587957,2761739,4825600,6128741,4935243,2630875,1270962,PP
1287433,2141275,3574530,5966588,6126939,3743773,1535416,1010790,1583708,2743205,4730458,6045909,4934361,2647004,1292103,PP
1238400,2107330,3578167,5995562,6068230,3781936,1561381,1023630,1552073,2727138,4712320,5975765,4907057,2688956,1327141,PP
1280238,2241561,3729064,6260034,6388330,3856489,1597248,945748,1626295,2865462,4952388,6319841,5120470,2738391,1296209,PP
1156847,2039839,3506658,5800392,5910605,3595171,1496578,962044,1550750,2767273,4740432,6045726,4937705,2654145,1304855,PP
1302856,2199446,3653619,5983011,6070591,3575134,1513507,933316,1615744,2808002,4774072,6019536,4818275,2550284,1240778,PP
1316499,2313822,3860664,6310042,6344180,3642627,1614546,954777,1678619,2964152,5041972,6325261,4996050,2644490,1314208,PP
1240457,2046125,3487158,5724800,5681888,3441042,1503641,964373,1507694,2644062,4557041,5709076,4568132,2488881,1259986,PP
1290789,2183675,3640743,6011904,6144821,3692745,1507270,953720,1609651,2803359,4793124,6085336,4926779,2617751,1259096,PP
