IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_4,IR_Wavelength_5,IR_Wavelength_6,IR_Wavelength_7,IR_Wavelength_8,IR_Wavelength_9,IR_Wavelength_10,IR_Wavelength_11,IR_Wavelength_12,IR_Wavelength_13,IR_Wavelength_14,IR_Wavelength_15,Material_Type
187350,479522,508486,1199315,4606733,3035982,318106,186524,327401,495512,873697,2869788,3790870,1571518,259277,PET
296603,523051,1102484,2498338,1687411,1290514,524915,305738,400225,773019,1770435,2084346,1476829,904037,414179,PET
399609,661706,1372675,3131577,2548638,1978346,654477,464035,499143,996017,2261698,2815216,2218993,1294396,538188,PET
498672,1060763,1601936,3680866,5495845,2668442,656051,572402,700826,1266518,2656590,5072355,4460603,1626976,617570,PET
237741,474545,837592,2215075,2165405,1720925,524141,303103,359121,683648,1589102,2227525,1913533,1091552,427918,PET
261641,485796,1056652,2140621,1718920,1357344,541472,315243,360645,793631,1855376,2160659,1530098,951455,425517,PET
391859,632546,1305883,3081293,2557383,1920290,686215,498031,483558,945349,2190273,2784666,2211230,1300130,572002,PET
294412,537431,982889,1998440,1989158,789031,369963,195527,371159,738266,1481846,1912259,1317908,596801,288791,PET
232455,437471,845576,1669352,1665661,2332800,604405,448578,319063,623214,1265269,1681335,2001464,1475160,519960,PET
217009,378636,796343,2550429,2112897,2005878,562199,454135,276840,590398,1630705,2381893,2148796,1290103,498710,PET
160890,216261,432030,685743,664090,548586,544522,249323,180664,318062,554466,683074,594753,556389,414395,PET
381020,583887,1198809,2352789,1695711,1234938,532076,443348,433233,827871,1514559,1708432,1337900,858552,496764,PET
229016,362150,647497,1749777,1885793,1317940,565285,533236,277050,499101,1174099,1668644,1439721,914685,547667,PET
183960,407505,601369,1920265,1681986,1117488,513232,348525,290548,503539,1250220,1747764,1410055,826660,414415,PET
181309,380402,512040,1680961,2305572,1624337,514270,274807,260515,432714,1118629,2042131,1998405,1082330,390912,PET
166323,252593,472577,1184352,1444038,3285136,418727,170657,204827,355124,846908,1295439,2432641,1950809,280909,PET
323650,535232,1043793,2802720,1880278,1512846,593178,414502,404946,777775,1927452,2395758,1781901,1097854,512576,PET
194827,322739,588876,1139635,1173432,1098459,428776,229148,247554,444546,853114,1152632,1127725,772567,358162,PET
145349,525293,535087,1092524,1890946,1313526,427103,211943,314259,537109,883169,1546258,1610736,877726,323086,PET
349073,446263,905758,1317364,1010396,947568,329590,216297,372012,659128,1105105,1155023,947665,609730,266105,PET
384574,532921,1140351,2642587,2491339,1517406,553576,592550,433184,805154,1866140,2570450,2023115,1052139,571701,PET
270938,492228,896123,2056439,1665138,1075649,531498,339421,361022,677652,1490689,1832503,1335667,808392,426599,PET
320505,544725,1202113,2582497,2539711,1884121,515307,403424,413264,857540,1897145,2622540,2242933,1214555,461792,PET
396626,547868,1253207,2559328,1630480,1138800,541004,333993,470029,957491,2092599,2195282,1414473,821382,410526,PET
