IR_Wavelength_1,IR_Wavelength_2,IR_Wavelength_3,IR_Wavelength_9,IR_Wavelength_10,Material_Type
1460653,2449645,3907025,1816309,3075381,Recycleable
959173,1559203,2708817,1162523,2049035,Recycleable
979061,1583081,2724675,1182669,2070233,Recycleable
1456477,2436277,3990229,1804167,3091779,Recycleable
1489629,2445997,3926949,1824841,3082749,Recycleable
1028351,1675991,2845317,1250047,2172349,Recycleable
853215,1455923,2608013,1062217,1942839,Recycleable
770807,1285581,2553807,948527,1849613,Recycleable
877403,1401957,2591713,1054113,1933299,Recycleable
998113,1618061,2785529,1211635,2117251,Recycleable
1414155,2440155,4318561,1777269,3234799,Recycleable
1168449,1797641,3074991,1367049,2338119,Recycleable
1013527,1617969,2785391,1214219,2115377,Recycleable
1016399,1654235,2907331,1226879,2184265,Recycleable
837287,1349691,2683113,1030843,1964063,Recycleable
881827,1416735,2826667,1059801,2038039,Recycleable
840277,1428715,2794147,1045031,2023425,Recycleable
1361873,2259189,3812919,1669629,2906653,Recycleable
1475477,2415859,4040721,1801219,3103395,Recycleable
1447647,2330885,3761847,1743609,2924449,Recycleable
1470367,2437585,4156123,1804439,3166507,Recycleable
1605817,2634357,4473893,1957575,3414825,Recycleable
1478323,2385445,3940091,1782319,3025083,Recycleable
1342529,2262205,3843685,1662651,2927931,Recycleable
1288689,2153455,3615357,1585571,2759789,Recycleable
1009427,1635441,2881789,1219521,2167895,Recycleable
917947,1411663,2773763,1085977,2001615,Recycleable
1455109,2405939,4140845,1781917,3138259,Recycleable
1411537,2275661,3626329,1706429,2828017,Recycleable
1517473,2474317,4271171,1844479,3240429,Recycleable
1528999,2555115,4343841,1889429,3320121,Recycleable
1393395,2252763,3659235,1693893,2868345,Recycleable
1011475,1666801,2856433,1232731,2168533,Recycleable
1403445,2525283,4104557,1858379,3223603,Recycleable
1382789,2504807,4063323,1835347,3192855,Recycleable
1364799,2446821,3924405,1802399,3101867,Recycleable
1166735,2142209,3614419,1569921,2801693,Recycleable
1190245,2169881,3643387,1597955,2825541,Recycleable
1383629,2483243,4051815,1825373,3179955,Recycleable
1924371,3352161,5387807,2506409,4262197,Recycleable
1624525,3067951,5178459,2092941,3839453,Recycleable
2010123,3695045,6001781,2693275,4710139,Recycleable
1887295,3491907,5535265,2524331,4324637,Recycleable
1415587,2366101,4404739,1776509,3242301,Recycleable
1357925,2265447,4261325,1723829,3220339,Recycleable
1484559,2558371,4659723,1908063,3500925,Recycleable
1466169,2567479,4714217,1926989,3571347,Recycleable
500395,1580251,2447917,992491,1965643,Recycleable
496131,1515677,2278615,952815,1838871,Recycleable
642871,1677343,3092341,1097779,2319871,Recycleable
559617,1742085,3096817,1069053,2335029,Recycleable
552947,1696059,3055727,1056139,2331269,Recycleable
911953,1509815,2759593,1144445,2075229,Recycleable
926717,1521335,2770427,1155351,2090733,Recycleable
1423117,2493665,4121383,1853759,3221993,Recycleable
1230077,2089741,3341859,1572137,2640761,Recycleable
1163669,1915135,3069701,1454227,2424541,Recycleable
1229957,2113239,3351995,1580077,2659049,Recycleable
608677,901917,1631461,552485,1142443,Recycleable
1018433,1721017,3460987,1099907,2038039,Recycleable
1220613,2071259,3296679,1548835,2596787,Recycleable
1194183,1985189,3141691,1494891,2484689,Recycleable
1334557,2330135,3810605,1726655,2973187,Recycleable
1335921,2279415,3714555,1713509,2924559,Recycleable
1214275,2047833,3416079,1560217,2718197,Recycleable
1289851,2253635,3687279,1576635,2900071,Recycleable
1292049,2184721,3570017,1659981,2825771,Recycleable
1306913,2296391,3806285,1716923,2985417,Recycleable
1234907,2144265,3428871,1612843,2727429,Recycleable
1301395,2256361,3781297,1701051,2980585,Recycleable
1308037,2271173,3764611,1629089,3005253,Recycleable
869319,1521351,2691981,1185293,2077235,Recycleable
510525,804183,1345327,623381,1054203,Recycleable
1429155,2455719,4017201,1855815,3171951,Recycleable
1246925,2142679,3404387,1589057,2673187,Recycleable
761147,1293421,2375237,982559,1743155,Recycleable
772569,1276925,2385497,881567,1548863,Recycleable
1208381,2081927,3382901,1582205,2702371,Recycleable
885609,1434273,2664885,1058875,1892589,Recycleable
1233241,2144607,3546617,1670955,2865027,Recycleable
1321237,2297215,3778455,1724511,2969841,Recycleable
1291377,2171613,3621311,1641019,2827097,Recycleable
799463,1231931,2202905,985843,1726239,Recycleable
793555,1326909,2381091,838667,1460589,Recycleable
1209721,1999063,3150233,1521039,2507391,Recycleable
1206401,2005681,3191369,1535069,2543483,Recycleable
1336899,2212303,3575883,1684691,2814175,Recycleable
1309145,2179867,3514715,1665661,2781917,Recycleable
1313663,2252857,3625781,1701247,2868581,Recycleable
1239243,2137925,3433465,1608557,2711257,Recycleable
1223879,2031523,3273841,1540863,2581563,Recycleable
1199979,1994687,3133129,1527589,2509905,Recycleable
1223437,2086269,3306993,1570691,2625413,Recycleable
1207911,2007151,3183499,1526741,2527375,Recycleable
1290615,2143527,3428967,1620525,2698533,Recycleable
1324259,2301899,3710675,1722531,2924261,Recycleable
1328971,2181381,3566075,1660775,2786699,Recycleable
1296769,2121973,3431449,1616511,2699307,Recycleable
1164421,1993067,3263663,1164031,1981941,Recycleable
1180025,1952371,3077901,1464315,2409575,Recycleable
1278895,2218757,3706781,1680315,2908587,Recycleable
1313685,2224075,3652173,1647817,2857355,Recycleable
1192507,1970537,3119361,1494415,2470673,Recycleable
207977,350761,989991,267039,663349,Recycleable
333611,506813,668513,401649,579795,Recycleable
829647,1272457,2502071,1002793,1841415,Recycleable
1058119,1510119,3349241,1260857,2410403,Recycleable
1244835,1915119,3422083,1499037,2604037,Recycleable
1517521,2576063,4722997,1953725,3551261,Recycleable
1502469,2591343,4886635,1966427,3664431,Recycleable
1067825,1893743,3347911,1391993,2553139,Recycleable
1060869,1866497,3481413,1402205,2623569,Recycleable
214603,550137,991407,345009,775159,Recycleable
225743,482029,773583,339439,746055,Recycleable
311461,500929,1060827,383897,757963,Recycleable
318357,482899,927981,379093,675877,Recycleable
323795,510757,949251,368611,759723,Recycleable
255647,390729,1180051,306575,771835,Recycleable
284031,551077,1205777,379331,846527,Recycleable
1842431,3198683,5752855,2410807,4387343,Recycleable
1735451,2874967,5612117,2188817,4137547,Recycleable
1149979,2010481,3906039,1495289,2867035,Recycleable
1200083,2158333,3805103,1609623,2918097,Recycleable
870807,1353123,2156175,1052011,1706239,Recycleable
749391,1248495,1958509,948389,1562197,Recycleable
799519,1230873,1978867,962227,1566015,Recycleable
858623,1328533,2028657,1039107,1635825,Recycleable
841345,1295429,2070289,1009783,1638723,Recycleable
803965,1245027,1947715,972407,1553441,Recycleable
812735,1267297,1995733,986743,1590397,Recycleable
352935,899897,1579555,599867,1220707,Recycleable
178049,411443,464109,273927,421085,Recycleable
158793,298485,791337,226995,525565,Recycleable
149781,326853,510411,226513,408033,Recycleable
302403,450685,1092925,363669,763109,Recycleable
172669,441269,829187,315719,595487,Recycleable
345937,559469,1279189,433123,894707,Recycleable
473607,656877,1567823,551915,1118635,Recycleable
203561,359157,735935,263091,530551,Recycleable
526909,743695,1486763,609631,1098905,Recycleable
429577,712291,1850045,463837,832769,Recycleable
355157,572579,980681,453387,777217,Recycleable
360149,377493,1086669,353459,719575,Recycleable
171099,299401,593439,226427,435781,Recycleable
172743,314703,591773,231993,442915,Recycleable
146785,286453,520055,214113,402297,Recycleable
138331,282703,511071,205995,401315,Recycleable
89275,191703,433621,135907,306895,Recycleable
230303,415779,810209,310201,599237,Recycleable
412745,602895,1143053,480049,852739,Recycleable
385011,582301,987713,465485,768131,Recycleable
325681,541941,1142945,417369,817425,Recycleable
275979,561489,1115083,398753,819013,Recycleable
304215,534539,906537,411429,725095,Recycleable
105825,397441,852031,317305,605707,Recycleable
150739,280705,430437,211213,375241,Recycleable
152875,335655,464807,237565,382727,Recycleable
322603,594469,2894003,443663,1659347,Recycleable
90285,246931,406111,163889,332131,Recycleable
151855,341275,453505,241625,406097,Recycleable
134573,276285,647483,253349,404655,Recycleable
153265,314263,488677,216191,385271,Recycleable
305433,1130621,1513427,736843,1294925,Recycleable
255699,505231,1141657,361971,825519,Recycleable
126633,284409,463465,202787,376847,Recycleable
123683,266113,429837,187255,344135,Recycleable
243989,780999,798765,485653,780311,Recycleable
357285,621457,1052327,503509,831031,Recycleable
525645,596025,1421059,502171,938011,Recycleable
343595,429293,890983,361227,645405,Recycleable
379071,624651,1307513,472119,923483,Recycleable
507929,1144259,1757953,755505,1393733,Recycleable
482583,915625,1330735,605781,1045383,Recycleable
444023,619949,1370751,479481,875599,Recycleable
198695,326867,1376081,249801,655923,Recycleable
210805,410541,762429,304387,556227,Recycleable
355683,577243,1189091,440757,852125,Recycleable
368733,652033,1125265,537253,917663,Recycleable
393837,530485,1142507,436121,803973,Recycleable
275649,352149,578275,304507,450519,Recycleable
320621,543911,1208649,412405,859689,Recycleable
332611,572447,941341,429683,739611,Recycleable
322131,522659,1030329,399375,767643,Recycleable
299449,500527,1500891,364467,793371,Recycleable
351185,533227,1124999,412105,821315,Recycleable
322255,517333,1251179,392479,847199,Recycleable
278219,502013,998479,370753,734699,Recycleable
234559,499537,749369,356867,616069,Recycleable
320311,552291,1147007,418651,836029,Recycleable
346903,552609,1130657,422163,820863,Recycleable
273003,482959,931893,346769,678627,Recycleable
255053,526269,795039,380061,648271,Recycleable
307245,481959,857437,365225,622301,Recycleable
186735,393953,608531,268489,488029,Recycleable
259947,519111,809003,386647,650331,Recycleable
315733,603149,456145,438371,516981,Recycleable
338847,531929,1152669,423585,831811,Recycleable
200853,408729,881681,294069,637005,Recycleable
389509,343977,911513,358873,632863,Recycleable
249453,509729,1026937,365389,792921,Recycleable
220789,561341,615895,373157,554527,Recycleable
183385,528411,787105,326543,636039,Recycleable
147011,622011,979849,365253,736227,Recycleable
192621,272715,678329,213989,473061,Recycleable
325249,426407,766697,349877,598309,Recycleable
246965,468993,1108403,343139,817259,Recycleable
205385,430631,703351,278833,541095,Recycleable
242635,489063,945689,359029,714665,Recycleable
322469,601841,1242473,442107,897659,Recycleable
331381,579541,979739,426551,778533,Recycleable
312621,559345,1239071,421259,886037,Recycleable
307639,555381,868853,421673,711535,Recycleable
404535,631543,1288543,444113,858067,Recycleable
407605,645359,1343529,498047,989895,Recycleable
337987,554153,1176775,432987,836009,Recycleable
352989,549937,1099967,427397,802811,Recycleable
319403,536857,906047,406297,712011,Recycleable
215781,579553,1152069,369523,862235,Recycleable
264487,453771,1035669,335537,754701,Recycleable
276205,491427,834449,357013,645851,Recycleable
234717,412405,682947,311075,529627,Recycleable
263265,458209,809177,347059,617825,Recycleable
270833,420171,782337,335893,617529,Recycleable
185265,405211,1132657,293937,761413,Recycleable
353373,415057,852115,342735,678373,Recycleable
457615,370569,562975,415761,475563,Recycleable
225201,558221,819011,254235,960221,Recycleable
297881,514929,1025383,430529,760319,Recycleable
291257,678025,429789,470957,539307,Recycleable
228877,613873,435765,444109,539131,Recycleable
304463,263179,411733,266439,325619,Recycleable
295273,501765,921945,383605,670553,Recycleable
250603,545969,519489,335255,704655,Recycleable
179183,538403,450985,362513,508953,Recycleable
375693,736587,1313985,532663,1006669,Recycleable
265461,510317,1016125,349061,744741,Recycleable
254975,524701,948035,378969,720997,Recycleable
295607,540449,992625,372087,744327,Recycleable
312481,528497,859603,383825,702823,Recycleable
131037,521413,808653,342035,579003,Recycleable
253625,637491,638315,479181,629671,Recycleable
354749,323831,728689,355053,692411,Recycleable
248647,417545,1322261,310135,837001,Recycleable
412507,662593,1355367,502941,987257,Recycleable
358661,595041,1012887,458601,760547,Recycleable
394069,795011,1572011,530971,1045603,Recycleable
287811,495915,863475,346953,626641,Recycleable
262603,466533,811135,344027,619371,Recycleable
266791,482683,863189,357787,658449,Recycleable
283177,575825,1025379,403563,771743,Recycleable
299283,481931,821925,378937,617819,Recycleable
233921,336971,867873,265121,626437,Recycleable
225649,449987,723883,323361,584883,Recycleable
274287,501309,543919,362147,507503,Recycleable
439235,571915,1304553,484261,921809,Recycleable
275477,612395,1513429,433565,971533,Recycleable
300993,570501,998163,414759,801863,Recycleable
298189,573137,886037,412211,692811,Recycleable
323505,564467,992941,419545,773335,Recycleable
250461,519581,1014523,375607,745991,Recycleable
255961,527501,953255,365707,736199,Recycleable
330663,593275,1105949,430667,824551,Recycleable
349037,519067,1076755,418435,786799,Recycleable
341617,553429,1094611,418169,813927,Recycleable
232599,482227,806345,334947,632027,Recycleable
223333,363883,643827,273525,490363,Recycleable
160523,205859,270449,177541,230711,Recycleable
74703,186771,254373,148721,250351,Recycleable
141937,578127,513917,330909,551869,Recycleable
592397,452129,926523,504499,677759,Recycleable
397281,595599,1035777,466917,779895,Recycleable
138803,244537,638271,180867,406571,Recycleable
339049,538267,679697,408489,587313,Recycleable
214875,396799,632705,291033,494005,Recycleable
697653,374167,1095843,409115,657029,Recycleable
247735,426501,674869,316475,531681,Recycleable
294773,521567,957239,398549,734639,Recycleable
169709,422449,539379,277823,476983,Recycleable
317925,562871,1056591,432409,809697,Recycleable
301301,499197,1052437,395957,785449,Recycleable
292039,524805,974553,385175,736403,Recycleable
266771,492863,944931,364195,702819,Recycleable
292993,261561,429097,263223,338661,Recycleable
218091,294491,900911,264283,627507,Recycleable
317013,502937,1157267,443439,1024165,Recycleable
205511,406965,747709,284809,565895,Recycleable
399433,576983,1548457,457697,1007481,Recycleable
175871,440863,659613,278975,528767,Recycleable
332537,573115,1316003,436659,933603,Recycleable
217691,446055,808249,307143,618129,Recycleable
275747,533509,847965,381197,682785,Recycleable
185379,386371,683813,303167,615759,Recycleable
251961,415595,960505,314745,617359,Recycleable
352341,586399,796933,444839,671189,Recycleable
240283,655483,1606503,425075,1094279,Recycleable
329573,589051,1258855,446979,969847,Recycleable
175903,586043,1227593,365117,889457,Recycleable
335957,657333,1458101,480403,1039255,Recycleable
214075,434219,716563,306643,562923,Recycleable
400361,691291,1388971,520109,1002419,Recycleable
240065,458097,874453,333805,647619,Recycleable
280945,574153,904909,371443,800043,Recycleable
215623,604909,935177,425431,814125,Recycleable
207725,391241,1054149,299309,705869,Recycleable
213245,379241,692213,269073,482561,Recycleable
343737,783905,1732061,519255,1199843,Recycleable
372701,738563,1424999,533133,1054887,Recycleable
384949,637581,755759,481237,671469,Recycleable
154307,372361,666689,251723,494529,Recycleable
154701,380495,593107,268631,496661,Recycleable
229181,488025,760547,340755,582545,Recycleable
172193,371377,650993,266229,504823,Recycleable
223013,462403,806695,348939,670481,Recycleable
176039,361365,515541,257367,424791,Recycleable
179945,411955,597039,292285,504883,Recycleable
329033,506447,935857,393649,710999,Recycleable
335983,553615,1230833,428229,877641,Recycleable
329473,536537,905599,417461,710863,Recycleable
284637,480767,922917,371617,699799,Recycleable
288931,517387,1075001,395109,754093,Recycleable
1225807,1847961,3278335,1381687,2420965,Recycleable
707953,1017465,2224315,813427,1575817,Recycleable
896933,1373787,2601273,1089267,1948837,Recycleable
1492071,2461805,4007209,1878285,3154697,Recycleable
1589611,2625369,4382767,1987091,3396061,Recycleable
720849,1107805,1639555,864689,1339759,Recycleable
930975,1485869,2322707,1138099,1844639,Recycleable
1031391,1639391,2629449,1267685,2079553,Recycleable
899761,1416769,2288769,1080485,1774491,Recycleable
1361681,2104405,3787141,1653729,2886789,Recycleable
1252407,1993117,3340261,1568613,2606837,Recycleable
953585,1726171,2915661,1294823,2262457,Recycleable
1031567,1769203,2918199,1323985,2281847,Recycleable
899679,1500869,2591949,1125329,1979513,Recycleable
845163,1258831,2404381,976773,1719383,Recycleable
1019205,1869833,3149627,1407805,2453435,Recycleable
747277,1284387,2493093,1032063,1813681,Recycleable
756471,1275957,2444421,892779,1597507,Recycleable
1045173,1614031,3843691,1245165,2647593,Recycleable
939353,1485037,2332937,1146445,1852393,Recycleable
679073,1100809,1810267,857595,1446357,Recycleable
1217709,2051715,3612725,1465043,2621981,Recycleable
1103491,1921333,3578055,1444977,2696275,Recycleable
1502729,2844933,4873981,1914471,3526555,Recycleable
1173281,1983377,3286803,1494377,2551047,Recycleable
792241,1229787,1862403,921405,1453407,Recycleable
393413,602571,1434935,510201,1065909,Recycleable
717831,1104657,2420949,870819,1728709,Recycleable
785369,1252529,1967029,960273,1558811,Recycleable
903009,1411495,2303045,1091543,1802411,Recycleable
913607,1492755,2486865,1148321,1944279,Recycleable
590023,919779,1656473,693757,1227213,Recycleable
923191,1447203,2070193,1120927,1710549,Recycleable
1268671,2157591,3717549,1613231,2846785,Recycleable
1559665,2998155,4827735,2144491,3780187,Recycleable
1356833,2167101,3581663,1664395,2786321,Recycleable
1247115,2038285,3295967,1549401,2623079,Recycleable
1153711,1851035,2990105,1425501,2378877,Recycleable
1396349,2316265,3881921,1768679,2974809,Recycleable
1140763,1931719,2975953,1437083,2380195,Recycleable
1032003,1607995,2616879,1232493,2017675,Recycleable
899999,1411691,2192525,1090637,1747763,Recycleable
1426215,2518091,3957637,1866457,3143749,Recycleable
981903,1552883,2457429,1198687,1941647,Recycleable
1137419,1711585,2621569,1336943,2099369,Recycleable
651667,1007071,1451599,792357,1219275,Recycleable
801021,1245807,1911425,973467,1538215,Recycleable
1229643,1958901,3132085,1502643,2463017,Recycleable
1330203,2066751,3294135,1601053,2598801,Recycleable
864605,1335473,2331649,901437,1587047,Recycleable
531899,835279,1638907,596431,1118741,Recycleable
685741,1068199,1900861,898573,1541423,Recycleable
888113,1463811,2527215,1124039,1968789,Recycleable
1636479,2603311,4373475,2043411,3450427,Recycleable
1423729,2287349,3641431,1750529,2875135,Recycleable
785915,1182361,2065685,933229,1583829,Recycleable
839591,1266217,2200013,995529,1683225,Recycleable
721221,1093967,1881501,858807,1443249,Recycleable
1318407,2169867,3513457,1654807,2766617,Recycleable
944657,1493855,2334905,1150017,1857741,Recycleable
421489,608105,977479,487967,770923,Recycleable
581891,858849,1599773,682829,1203333,Recycleable
1220591,1982455,3270271,1525797,2569903,Recycleable
921911,1420231,2514773,1113203,1928615,Recycleable
495847,778063,1033165,603555,879333,Recycleable
731671,1118589,2160629,908165,1671685,Recycleable
1112705,1768815,2993883,1411789,2377047,Recycleable
655025,956537,1490801,730443,1162337,Recycleable
501287,728819,1247473,587329,961127,Recycleable
756129,1198593,1834543,941425,1489383,Recycleable
1380353,2160087,3375123,1680645,2710191,Recycleable
1462289,2314473,3643871,1796723,2905643,Recycleable
909549,1417067,2202075,1115645,1774757,Recycleable
1046675,1679879,2850215,1263345,2185997,Recycleable
853331,1375577,2488481,1090803,1881481,Recycleable
1006105,1423531,2503869,1196187,2033887,Recycleable
836073,1282521,2017563,998059,1599711,Recycleable
893051,1408759,2300379,1081755,1782421,Recycleable
870265,1416623,2262437,1088631,1805225,Recycleable
845209,1339885,2155063,1024885,1692203,Recycleable
983825,1558969,2408769,1203385,1929655,Recycleable
420445,629491,1083011,498101,829305,Recycleable
430455,641073,1099855,511797,853357,Recycleable
958989,1515003,2383841,1177699,1900489,Recycleable
1488479,2267613,3428503,1757697,2759499,Recycleable
1497671,2324633,3620705,1811565,2894791,Recycleable
1032753,1623047,2591437,1256493,2050977,Recycleable
1481165,2414481,3965579,1851331,3113729,Recycleable
1255589,1937589,3678799,1523253,2748517,Recycleable
1154319,1791489,3062709,1400387,2476387,Recycleable
707849,1005187,1732391,869433,1393175,Recycleable
1027571,1591071,2766377,1296543,2180405,Recycleable
984535,1607391,2784781,1140389,1949589,Recycleable
757689,1294759,2375359,1014471,1923375,Recycleable
623003,1122931,2189843,820541,1504983,Recycleable
1218675,1901783,2900335,1478337,2342257,Recycleable
1483155,2397753,3985951,1837663,3110329,Recycleable
792179,1238091,2065281,966615,1611987,Recycleable
1285221,2014061,3077911,1565043,2480053,Recycleable
827721,1308239,2046143,1011843,1634641,Recycleable
1308389,2134323,3479029,1621371,2704731,Recycleable
771181,1191489,1956229,925135,1529201,Recycleable
841629,1313707,2107831,1012819,1652333,Recycleable
999537,1571029,2425029,1215139,1941437,Recycleable
867675,1362515,2373997,1015725,1779455,Recycleable
871453,1520465,2792157,1158837,2041459,Recycleable
916887,1532009,2649291,1172233,2045913,Recycleable
690241,996235,1850527,811431,1354595,Recycleable
359779,529723,907487,421829,699477,Recycleable
1275935,2024929,3162207,1558647,2529059,Recycleable
1309059,2128457,3362767,1635625,2685603,Recycleable
1702805,2817129,4435855,2148731,3533827,Recycleable
1148263,1842841,3393567,1495659,2655793,Recycleable
1667433,2674017,4394173,2046955,3437263,Recycleable
1064353,1585937,2515971,1260563,2007207,Recycleable
637415,1004059,1480381,771445,1209277,Recycleable
407593,686361,1151659,525241,902079,Recycleable
640175,1079921,2345945,897867,1805737,Recycleable
905607,1521131,3270353,1148597,2340563,Recycleable
878923,1358415,2529049,1064327,1855375,Recycleable
926003,1393257,2069053,1097449,1685013,Recycleable
478319,704735,1149527,555471,899017,Recycleable
1308311,2072349,3225973,1603931,2586249,Recycleable
1404653,2270437,3614097,1738905,2879875,Recycleable
903099,1423117,2230917,1097029,1772227,Recycleable
407155,604675,1067631,475077,813297,Recycleable
1215131,1973065,3021991,1502531,2419363,Recycleable
1124237,1796511,2968727,1385529,2330449,Recycleable
1273359,2094291,3418977,1585673,2642585,Recycleable
1140305,1807499,2990813,1561387,2564853,Recycleable
1097591,1761773,2909807,1374707,2275003,Recycleable
1496157,2420423,3978879,1858813,3127649,Recycleable
1388767,2122465,3227297,1660799,2598273,Recycleable
1331117,2117557,3382525,1604279,2580617,Recycleable
1268245,2012371,3221249,1547449,2528615,Recycleable
782985,1264391,2095751,962897,1630613,Recycleable
395499,604393,1040207,473629,802407,Recycleable
919663,1567325,2828079,1175085,2157509,Recycleable
692437,1045193,1751517,816909,1352005,Recycleable
632497,865529,1723061,726395,1308315,Recycleable
794525,1207671,1803559,945171,1451819,Recycleable
784599,1355133,2532649,1151429,2173297,Recycleable
644059,1062619,1718683,806427,1349423,Recycleable
895409,1477251,2522453,1119837,2018295,Recycleable
1412385,2342903,3884953,1753949,2980483,Recycleable
956633,1520557,2644533,1166849,2018511,Recycleable
660517,999151,1621877,778845,1261467,Recycleable
884637,1414195,2741413,1126587,2033045,Recycleable
912457,1432029,2268031,1105981,1788107,Recycleable
396223,601527,1059169,474085,811399,Recycleable
906635,1421955,2427603,1111211,1881011,Recycleable
725001,1119969,2224981,864905,1615975,Recycleable
971167,1461337,2350455,1083687,1909169,Recycleable
723735,1036525,1523443,832919,1244949,Recycleable
660451,995859,1575517,777497,1227171,Recycleable
946035,1479559,2608501,1075673,1937347,Recycleable
1441615,2524285,4323435,1884613,3341899,Recycleable
808335,1310291,2177167,997261,1691269,Recycleable
813239,1294837,2060849,986987,1596315,Recycleable
480589,762121,1253583,583459,971211,Recycleable
911559,1510625,2657601,943689,1642403,Recycleable
1306621,2061673,3622211,1555137,2639189,Recycleable
784845,1181331,1998925,929689,1533759,Recycleable
1381029,2304597,3817801,1749101,2992969,Recycleable
806161,1318345,2183395,1005997,1695899,Recycleable
823617,1286391,2038107,992141,1604243,Recycleable
1587729,2547603,4115947,1951975,3234831,Recycleable
895007,1479881,2791469,1142829,2130903,Recycleable
1498691,2479765,4190287,1701265,2812939,Recycleable
1020939,1692977,3026219,1298777,2308839,Recycleable
1141837,1858843,3104421,1431925,2442289,Recycleable
1551867,2483859,3859557,1910929,3078841,Recycleable
1745595,2721083,4379053,2118517,3448975,Recycleable
1134783,1841089,3106525,1411707,2413167,Recycleable
1524389,2469045,4111523,1876165,3174663,Recycleable
1468677,2445551,4055297,1846819,3164319,Recycleable
2140557,3174107,7586951,2515359,5268703,Unknown
1989775,2985637,6638747,2362433,4729075,Unknown
2016613,3092005,6966945,2421091,4925361,Unknown
1892513,2911255,7252313,2286607,4980499,Unknown
2015015,3129807,7426089,2444869,5194299,Unknown
2135187,3156879,7188345,2509051,5059111,Unknown
2034515,3213259,7150347,2495891,5034429,Unknown
1946035,3160087,7196085,2419343,5071343,Unknown
2091535,3089657,6975463,2466783,4948345,Unknown
2009981,3267623,7330221,2510741,5228371,Unknown
1980671,3066067,6729117,2393533,4809789,Unknown
1908627,2999355,7059241,2337433,4950149,Unknown
2015523,3101427,7082093,2427715,4960365,Unknown
2127557,3216687,6815167,2535493,4914453,Unknown
2206109,3236599,7197011,2589337,5124689,Unknown
1420539,1898101,5003181,1544207,3419865,Unknown
1400305,1858979,4888869,1521847,3400803,Unknown
1470875,2144699,5613503,1639353,3698471,Unknown
2143337,3278817,6984071,2509095,4918951,Unknown
1319935,1892755,4694821,1383367,2911867,Unknown
2406983,4189351,6869171,3139933,5405419,Recycleable
2372321,4138939,6831159,3087299,5344255,Recycleable
2155519,3759759,6340853,2891677,4906945,Recycleable
255337,367565,983951,298961,632765,Unknown
454145,536479,1622153,482239,1154661,Unknown
602533,902873,1710073,591369,1122143,Unknown
283981,474001,984279,354385,669977,Unknown
705847,1207725,2490325,1212725,2160511,Unknown
2550133,4685561,7812013,3442735,6074685,Unknown
2473693,4462829,7568689,3290729,5789177,Unknown
454851,706851,1452147,545907,1065527,Unknown
2019377,3697387,5825267,2723713,4642321,Unknown
1977307,3656369,5701655,2685457,4573135,Unknown
1963141,3604655,5688449,2651359,4540125,Unknown
2606587,4756249,7820837,3494107,6129889,Unknown
2330995,4161035,6916063,3095127,5459487,Unknown
1462261,2847379,4631701,2057129,3653289,Unknown
1590877,3019697,4886983,2201131,3861631,Unknown
932791,1589287,2755899,980983,1859853,Unknown
292973,492009,890959,333151,638641,Unknown
439497,877911,1661835,563071,994147,Unknown
116239,232077,343277,163871,276281,Unknown
118401,236615,350093,166869,284901,Unknown
92089,228385,258507,158959,241643,Unknown
88121,176255,241339,108243,171207,Unknown
607307,1267375,2622023,1369573,2453095,Unknown
362975,751057,1710627,955037,1869485,Unknown
643143,1010771,1949009,598103,1125575,Unknown
99457,195303,436525,123327,218303,Unknown
102299,189749,259383,192409,284163,Unknown
95991,163785,378519,133357,271577,Unknown
156393,262609,720367,207259,371537,Unknown
292307,449955,857785,359353,663459,Unknown
247915,397617,853379,314989,625607,Unknown
201973,412835,578409,318691,545097,Unknown
236703,432875,939447,461813,977763,Unknown
88025,215101,456075,169387,299917,Unknown
253835,433767,881323,357337,697783,Recycleable
304331,440329,977155,357861,698229,Recycleable
301701,456495,889579,364861,677077,Recycleable
2178997,3766627,6594421,2828019,5030733,Recycleable
1781963,2714053,6070893,2112411,4242299,Recycleable
1765869,2544173,5743321,2008873,4013381,Recycleable
1938785,2691535,6449205,2197139,4479019,Recycleable
1417027,2553557,4389095,1863381,3340817,Recycleable
1481973,2604969,4897535,1992805,3707461,Recycleable
1569867,2627857,4788851,2023245,3668573,Recycleable
278985,459025,898785,352075,666523,Recycleable
324531,441587,973139,362245,690271,Recycleable
248315,363011,721407,287721,527667,Recycleable
298237,506767,788269,382553,586617,Recycleable
1420739,2361617,4570989,1797003,3337533,Recycleable
816279,1469467,2365631,1113513,1961423,Recycleable
985877,1575809,2833773,1228063,2196993,Recycleable
359257,551643,1237635,437945,870423,Recycleable
408901,621959,1373783,490633,982377,Recycleable
278053,424331,695819,306265,603173,Recycleable
306367,451511,1006919,359925,708887,Recycleable
308451,459693,981835,362451,702153,Recycleable
292257,429459,959963,341367,676351,Recycleable
281031,418355,872833,330599,645359,Recycleable
281313,438485,912971,343385,659013,Recycleable
247953,412117,744169,351655,642321,Recycleable
294809,441901,1047711,351575,728373,Recycleable
1703977,3063793,5591991,2365619,4397227,Recycleable
2263147,3977295,6922963,2902781,5204031,Recycleable
2186071,3829899,6739805,2814533,5085937,Recycleable
936837,1740459,3205307,1314025,2478041,Recycleable
1117009,2080693,3510233,1533009,2741927,Recycleable
1253043,2258847,3611891,1648161,2776763,Recycleable
1181477,2028573,3330625,1455539,2531943,Recycleable
1232859,2199213,3825265,1645303,2975531,Recycleable
1122331,2116755,3763279,1582951,2897027,Recycleable
